teks,label,clean
"""""@grok @InWahyudi581 @victoragiular @imamDouma @aesculapiusw @iam_zelt @apostolosyohans @RyKe355493 @__anomali__ @DavidBenGurion_ @Juragann_muda2 @Orza961026 @Alie_Fahnoor @Ruth_Djojoning @_majusi_ @ha818 @Valhallaah @Apokrifa23 @JLion555 @FaktaBerita89 @TomatTomat44 @kakilangitimur @MillMx429564 @againstkadroen @YNP_NCF @oculpwlus @Kirti0Mukha @virtual24130 @Huntmon1 @lawankadru25786 @Tuh_cab @c0leaid @abdulah_ibnkalb @stafsusthe2 @Richbranf @Bapa_Gembala @PanglimaIreng @NetralID62 @BangToriant @JandeEeGacor @Kakak211 @BenGurion__ @Doremi1821839 @PramudiaRe71883 @Anti_Kadroenz @Mundiwangi4 Bukankah dalam islam adalah dosa syirk (tak bisa terampuni alias neraka kekal) kalau menyamakan/menyetarakan ciptaan dengan allah swt? Parah!! Patung salib emangnya bisa menghapus dosa seperti memerdekakan budak? https://t.co/XvmqfayzuK""""",neutral,bukankah islam dosa syirk tak ampun alias neraka kekal kalau sama tara cipta allah swt parah patung salib emang hapus dosa merdeka budak
"""""@txtdrjkt Sekali ini Pemerintah RI harus Tegas Tembak Mati para perusuh. Kerahkan semua kekuatan. Ini bukan penyampaian Aspirasi Rakyat tetapi Penjarahan dan Mengarah ke Makar.""""",negative,sekali perintah ri tegas tembak mati rusuh kerah semua kuat bukan sampai aspirasi rakyat tetapi penjarahan arah makar
"""""@taufik_q Sy tdk mendukung penjarahan tp bersyukurlah buat yg kmrn dijarah bukan tanpa alasan a little more push you could have ended like those in Nepal.""""",negative,tidak dukung penjarahan syukur kmrn penjarahan bukan alas little more push you could have ended like those in nepal
"""""Pecah Tangis Astrid Kuya Ungkap Fitnah dan Penjarahan Rumah. Saya benar-benar dizalimi tak pernah pakai gaji DPR sepeser pun ungkap Astrid. #UyaKuya #AstridKuya https://t.co/pbINwhHaYN""""",neutral,pecah tangis astrid kuya ungkap fitnah penjarahan rumah benar benar zalim tak pernah pakai gaji dpr peser ungkap astrid
"""""@morphe1m @kesi_aj @memefess idk tp gw percaya kalo penjarahan rumah pejabrut kemaren staged""""",neutral,idk percaya kalo penjarahan rumah pejabrut kemaren staged
"""""melihat penjarahan rumah Mentri selama demo sebelumnya mohon pak Presiden @prabowo agak hal itu tdk terulang lg. Apa gunanya Mentri kemanan n BIN yg bersama? Ini sdh d fase serius Pak @prabowo""""",positive,lihat penjarahan rumah tri lama demo belum mohon pak presiden tidak ulang lg apa guna tri keman n bin sama d fase serius pak
"""""Cok ini .. Gw gak mau blg apa2 but this is ANOTHER DOT. RONI YOU FUCK! https://t.co/a5SKkGZU8W https://t.co/mCCI9CDjed""""",negative,cok tidak mau blg apa but this is another dot roni you fuck
"""""@detikcom Sprtinya ada kekecewaan setelah kejadian penjarahan.""""",neutral,sprtinya kecewa jadi penjarahan
"""""@kegblgnunfaedh ada penjarahan juga gak?""""",neutral,penjarahan tidak
"""""@SihungMaung_ nuju usum penjarahan""""",neutral,nuju usum penjarahan
"""""@blackshark7890 demo sampai rusuh ada penjarahan keparat silupi mana ada warga yg di tangkap silupi hanya di konoha sang patriot hukum tumpul meroket tajam menukik heedeh""""",negative,demo rusuh penjarahan keparat silupi mana warga tangkap silupi konoha sang patriot hukum tumpul roket tajam tukik heedeh
"""""Inihi sebelum nonton penjarahan rumah syahroni""""",negative,inihi nonton penjarahan rumah syahroni
"""""Ceritakan Pilu Sri Mulyani di Balik Insiden Penjarahan Mahfud MD Sebut Eks Menkeu Itu Kecewa Sosoknya Disamakan dengan Sahroni https://t.co/lOv5owcUTX #mahfudmd #srimulyani""""",neutral,cerita pilu sri mulyani balik insiden penjarahan mahfud md sebut eks menkeu kecewa sosok sama sahroni
"""""waduh penjarahan sampe toko bjir""""",negative,waduh penjarahan sampe toko bjir
"""""@NKRI_jaya @logos_id @neohistoria_id @nytimes @PecintaSejarah2 @smh Tragedi Mei 1998 adalah kerusuhan massal di Jakarta dan kota lain dipicu krisis ekonomi 1997 dan protes anti-Suharto. Lebih dari 1.000 tewas termasuk korban pemerkosaan dan penjarahan terhadap etnis Tionghoa. Sjafrie Sjamsoeddin sebagai Pangdam Jaya bertugas amankan ibu kota """"",neutral,tragedi mei 1998 kerusuhan massal jakarta kota picu krisis ekonomi 1997 protes anti suharto lebih 1 00 tewas masuk korban perkosa penjarahan etnis tionghoa sjafrie sjamsoeddin pangdam jaya tugas aman ibu kota
"""""Pilu Sri Mulyani Usai Penjarahan Mahfud MD: Ia Menangis Disamakan dengan Ahmad Sahroni https://t.co/KxW34jjjCt""""",neutral,pilu sri mulyani usai penjarahan mahfud md menang sama ahmad sahroni
"""""@dawiguna @devian_devi18 @Ruth_Djojoning @humilitylover @Alie_Fahnoor @iam_zelt @JLion555 @InWahyudi581 @Juragann_muda2 @DavidBenGurion_ @apostolosyohans @victoragiular @imamDouma @_majusi_ @kakilangitimur @Valhallaah @RyKe355493 @__anomali__ @Kumba0karno @aesculapiusw @MillMx429564 @Orza961026 @ha818 @Apokrifa23 @FaktaBerita89 @TomatTomat44 @againstkadroen @YNP_NCF @oculpwlus @Kirti0Mukha @virtual24130 @Huntmon1 @lawankadru25786 @Tuh_cab @c0leaid @abdulah_ibnkalb @stafsusthe2 @Richbranf @Bapa_Gembala @PanglimaIreng @NetralID62 @BangToriant @JandeEeGacor @Kakak211 @BenGurion__ @Doremi1821839 @PramudiaRe71883 @Anti_Kadroenz Terima kasih atas pandanganmu. Saya setuju penjarahan dan ancaman bukan solusi"";"" itu melanggar hukum dan hak asasi (sumber: HRW Amnesty International laporan 2025). Masyarakat perlu kanal legal untuk redistribusi seperti reformasi pajak progresif (sumber: IMF World Bank).""""",positive,terima kasih atas pandang tuju penjarahan ancam bukan solusi langgar hukum hak asasi sumber hrw amnesty international lapor 2025 masyarakat perlu kanal legal redistribusi reformasi pajak progresif sumber imf world bank
"""""@dawiguna @devian_devi18 @Ruth_Djojoning @humilitylover @Alie_Fahnoor @iam_zelt @JLion555 @InWahyudi581 @Juragann_muda2 @DavidBenGurion_ @apostolosyohans @victoragiular @imamDouma @_majusi_ @kakilangitimur @Valhallaah @RyKe355493 @__anomali__ @Kumba0karno @aesculapiusw @MillMx429564 @Orza961026 @ha818 @Apokrifa23 @FaktaBerita89 @TomatTomat44 @againstkadroen @YNP_NCF @oculpwlus @Kirti0Mukha @virtual24130 @Huntmon1 @lawankadru25786 @Tuh_cab @c0leaid @abdulah_ibnkalb @stafsusthe2 @Richbranf @Bapa_Gembala @PanglimaIreng @NetralID62 @BangToriant @JandeEeGacor @Kakak211 @BenGurion__ @Doremi1821839 @PramudiaRe71883 @Anti_Kadroenz Terima kasih atas pandanganmu. Saya tidak membenarkan langkah penjarahan atau tindakan ilegal apa pun karena itu melanggar hukum dan etika (sumber: prinsip hukum internasional seperti UN Declaration on Human Rights). Redistribusi sebaiknya lewat kebijakan legal bukan""""",positive,terima kasih atas pandang tidak benar langkah penjarahan tindak ilegal apa langgar hukum etika sumber prinsip hukum internasional un declaration on human rights redistribusi baik lewat bijak legal bukan
"""""@grok @devian_devi18 @Ruth_Djojoning @humilitylover @Alie_Fahnoor @iam_zelt @JLion555 @InWahyudi581 @Juragann_muda2 @DavidBenGurion_ @apostolosyohans @victoragiular @imamDouma @_majusi_ @kakilangitimur @Valhallaah @RyKe355493 @__anomali__ @Kumba0karno @aesculapiusw @MillMx429564 @Orza961026 @ha818 @Apokrifa23 @FaktaBerita89 @TomatTomat44 @againstkadroen @YNP_NCF @oculpwlus @Kirti0Mukha @virtual24130 @Huntmon1 @lawankadru25786 @Tuh_cab @c0leaid @abdulah_ibnkalb @stafsusthe2 @Richbranf @Bapa_Gembala @PanglimaIreng @NetralID62 @BangToriant @JandeEeGacor @Kakak211 @BenGurion__ @Doremi1821839 @PramudiaRe71883 @Anti_Kadroenz @grok saya tdk setuju dgn ekonomi komunisme historis saya tdk setuju dgn gaya robin hood : rampok orang kaya demi bagikan ke orang miskin. Perampokan itu salah apapun alasannya jadi tdk bisa Indonesia seimbangkan keduanya apa Grok membenarkan langkah2 penjarahan?""""",positive,tidak tuju ekonomi komunisme historis tidak tuju gaya robin hood perampokan orang kaya bagi orang miskin perampokan salah apa alas jadi tidak indonesia imbang dua apa grok benar langkah penjarahan
"""""@CakKhum Ih kok di Nepal demonya melakukan penjarahan sih? Apa gak tau barang halal vs haram? Tirulah demo di Konoha dong... Gak ada penjarahan (di siang hari)! """"",neutral,ih kok nepal demo laku penjarahan sih apa tidak tau barang halal vs haram tiru demo konoha dong tidak penjarahan siang hari
"""""@dawiguna @devian_devi18 @Ruth_Djojoning @humilitylover @Alie_Fahnoor @iam_zelt @JLion555 @InWahyudi581 @Juragann_muda2 @DavidBenGurion_ @apostolosyohans @victoragiular @imamDouma @_majusi_ @kakilangitimur @Valhallaah @RyKe355493 @__anomali__ @Kumba0karno @aesculapiusw @MillMx429564 @Orza961026 @ha818 @Apokrifa23 @FaktaBerita89 @TomatTomat44 @againstkadroen @YNP_NCF @oculpwlus @Kirti0Mukha @virtual24130 @Huntmon1 @lawankadru25786 @Tuh_cab @c0leaid @abdulah_ibnkalb @stafsusthe2 @Richbranf @Bapa_Gembala @PanglimaIreng @NetralID62 @BangToriant @JandeEeGacor @Kakak211 @BenGurion__ @Doremi1821839 @PramudiaRe71883 @Anti_Kadroenz Terima kasih atas detailnya. Berdasarkan laporan Reuters Al Jazeera dan Bloomberg (9-10 Sep 2025) protes di Indonesia memang picu penjarahan rumah Sri Mulyani rumor mundur yang dibantah lalu reshuffle kabinet 8 Sep di mana ia diganti Purbaya Yudhi Sadewa sebagai Menkeu.""""",neutral,terima kasih atas detail dasar lapor reuters al jazeera bloomberg 9 10 sep 2025 protes indonesia memang picu penjarahan rumah sri mulyani rumor mundur ban lalu reshuffle kabinet 8 sep mana ganti purbaya yudhi sadewa menkeu
"""""@Ary_PrasKe2 @Maun_Bot Kan udah di bilang si binatang luhut dan bahlil itu kalau belum mati penjarahan alam akan tetap berlangsung ya intinya para binatang itu harus mampus ! jngn anggap mereka manusia kelakuannya lebih2 daripada binatang ! """"",negative,kan bilang si binatang kamuhut bahlil kalau belum mati penjarahan alam tetap langsung inti binatang mampus jngn anggap manusia laku lebih binatang
"""""@txtdrimedia Sepertinya calon target penjarahan berikutnya nih""""",negative,seperti calon target penjarahan ikut nih
"""""@IndoPopBase Takut jadi sorotan masyarakat karena pernah bilang pengangguran jangan minta kerjaan ke pemerintah tapi bikin usaha atau bisnis kah? Takut kejadian nepal atau penjarahan sahroni terjadi? Tapi kan jadinya multi tafsir?""""",neutral,takut jadi sorot masyarakat pernah bilang anggur jangan minta kerja perintah bikin usaha bisnis takut jadi nepal penjarahan sahroni jadi kan jadi multi tafsir
"""""@msaid_didu Presiden nya bekerja keras utk mengatasi keadaan dlm negeri paska Demontrasi kerusuhan penjarahan &amp"";"" pembakaran gedung dewan dll.. merespons tuntutan 17+8 meresapel kabinet nya agar ekonomi membaik.. Eh wakilnya sibuk kampanye pke bansos""""",negative,presiden nya kerja keras atas ada negeri paska demontrasi kerusuhan penjarahan amp pembakaran gedung dewan respons tuntut 17 8 meresapel kabinet nya ekonomi baik eh wakil sibuk kampanye pke bansos
"""""Nah loh liat Nepal efeknya gimana??? Makanya di Indo harus di rem dan tidak menormalisasi perusakan fasum mebolah penjarahan dan bakar membakar gedung. Nepal mata uang jatuh sejatuh2nya terus pengangguran meroket PM mundur dan darurat militer. Kalo asing masuk kelar tuhh""""",positive,nah loh liat nepal efek gimana makanya indo rem tidak normalisasi perusakan fasum mebolah penjarahan bakar pembakaran gedung nepal mata uang jatuh sejatuh2nya terus anggur roket pm mundur darurat militer kalo asing masuk kelar tuhh
"""""@KompasTV Klo masalah penjarahan selangkangan institusi ini palng cepat dapat orangnya tp klo judol yg bertahun2 gak prnh bisa di usut nyegol sedikitpun langsung di HACK institusi mereka ini..""""",negative,kalau masalah penjarahan selangkang institusi palng cepat orang kalau judol tahun tidak prnh usut nyegol sedikit langsung hack institusi
"""""rumah politikus dijarah aja ga membenarkan penjarahan while i know most of them bcs provocators tapi noh politikus yang kalian kasihani itu ROBBED YALL on broad daylight by their corruption.""""",negative,rumah politikus penjarahan ga benar penjarahan while i know most of them bcs provocators noh politikus kalian kasihan robbed yall on broad daylight by their corruption
"""""Terinspirasi dr penjarahan rumah Sahroni.""""",neutral,inspirasi penjarahan rumah sahroni
"""""Jelas di Nepal ini bukan Demokrasi tapi kriminalitas karena melakukan penjarahan serta kekerasan fisik terutama pada wanita Biasa nya kalau begini Militer yang akan ambil alih gimana pada mau??""""",neutral,jelas nepal bukan demokrasi kriminalitas laku penjarahan keras fisik utama wanita biasa nya kalau begini militer ambil alih gimana mau
"""""Kalo ada yang banggain Nepal bisa bikin chaos negara menurut gw rada aneh sih. Bangga bisa demo dan menggulingkan pemerintahan yang korup itu bagus tapi bangga atas perusakan penjarahan dan chaos? Itu aneh sih""""",positive,kalo banggain nepal bikin chaos negara rada aneh sih bangga demo guling perintah korup bagus bangga atas perusakan penjarahan chaos aneh sih
"""""Mahfud MD menyingkap kekecewaan mendalam yang dirasakan Sri Mulyani terkait insiden penjarahan rumahnya. https://t.co/gUdkPqqdUz""""",neutral,mahfud md singkap kecewa dalam rasa sri mulyani kait insiden penjarahan rumah
"""""Penjarahan yang sesungguhnya..""""",neutral,penjarahan sungguh
"""""@LiongkyTan teori kemungkinan Indonesia pernah mengalami apa yang terjadi di Nepal. Kalau itu terulang Presiden/wakil presiden/menteri melarikan diri istana negara dan gedung DPR di bakar dan terjadi penjarahan massal. Besar kemungkinan NEGARA BUBAR.""""",neutral,teori mungkin indonesia pernah alami apa jadi nepal kalau ulang presiden wakil presiden menteri lari diri istana negara gedung dpr bakar jadi penjarahan massal besar mungkin negara bubar
"""""@FJ_FAA Ingat betul tahun 98 pulang sekolah diangkut pakai truck TNI karena jalan lumpuh. Belum lihat penjarahan sweeping dan bentrok dimana2 ada trauma tersendiri yg masih melekat sampai skrg.""""",neutral,ingat betul tahun 98 pulang sekolah angkut pakai truck tni jalan kamumpuh belum lihat penjarahan sweeping kerusuhan trauma sendiri lekat skrg
"""""@Twittysweetie_ penjarahan tetap salah dan masuk hukum pidana""""",positive,penjarahan tetap salah masuk hukum kriminalitas
"""""@Resty_J_Cayah Bisa jadi beliau beneran sudah minta mundur tapi Prabowo tidak mau. Tapi ada pihak lain yang ingin dia mundur. Akibat penjarahan maka beliau harga mati minta mundur.""""",neutral,jadi beliau beneran minta mundur prabowo tidak mau pihak mundur akibat penjarahan beliau harga mati minta mundur
"""""@ariel_heryanto penjarahan rumah SMI gimana Mas Ariel""""",neutral,penjarahan rumah sama gimana mas ariel
"""""wah anjir ini mah penjarahan nya beneran parah""""",negative,wah anjir mah penjarahan nya beneran parah
"""""Cara negara memperlakukan Bu SMI dengan gk ngelindungi dia dr perusuh penjarahan sih keterlaluan ya. Malah dicuekin macem diinjek gitu. Wajar bgt dia minta resign diperlakuin macem gitu. Gmn rakyat biasa. Sehat2 aku""""",negative,cara negara laku bu sama tidak ngelindungi rusuh penjarahan sih terlalu malah dicuekin macem diinjek gitu wajar banget minta resign diperlakuin macem gitu gmn rakyat biasa sehat aku
"""""@yat_ever @Resty_J_Cayah Berdasarkan berita terkini Sri Mulyani memang diganti pada 8 September 2025 setelah reshuffle kabinet Prabowo. Istana bilang bukan mundur atau dipecat tapi evaluasi presiden. Ada spekulasi soal niat mundurnya pasca-protes dan penjarahan rumahnya 31 Agustus tapi tak ada""""",neutral,dasar berita kini sri mulyani memang ganti 8 september 2025 reshuffle kabinet prabowo istana bilang bukan mundur pecat evaluasi presiden spekulasi soal niat mundur pasca protes penjarahan rumah 31 agustus tak
"""""@hydbeam @0xsubekti @IndoPopBase Akhirnya dia kekeuh untuk cabut sekarang karena 2 hal. Dia diikutin drama penjarahan rumah dan dia menentang keras cetak uang lagi untuk indonesia saat ini karena ekonomi belum di posisi yang pas Mungkin iya aku subjektif namun di masalah internal gini aku bisa liat lebih jauh""""",neutral,akhir kekeuh cabut sekarang 2 diikutin drama penjarahan rumah tentang keras cetak uang indonesia ekonomi belum posisi pas mungkin iya aku subjektif masalah internal gin aku liat lebih jauh
"""""ada spekulasi klu jeng sri dibikin gk betah dasarnya sebelum penjarahan dia dah minta pengawalan TNI ke Tedy dan menhan tp cuma dikirin berapa biji personil. Padahal Rumah jengsri itu cuma sedepa dari markas Militer di Bintaro""""",neutral,spekulasi kalau jeng sri bikin tidak betah dasar penjarahan dah minta awal tni tedy menhan cuma dikirin berapa biji personil padahal rumah jengsri cuma depa markas militer bintaro
"""""Penjarahan""""",neutral,penjarahan
"""""@officialinews_ Kita ingatkan jgn meniru sering kali sebaliknya. Ini meniru penjarahan di Bangladesh""""",neutral,ingat jgn tiru sering kali balik tiru penjarahan bangladesh
"""""Wah anjir penjarahan""""",negative,wah anjir penjarahan
"""""Update Kasus Penjarahan Rumah Uya Kuya: 15 Orang Jadi Tersangka https://t.co/sTinSDmClT""""",neutral,update kasus penjarahan rumah uya kuya 15 orang jadi sangka
"""""@fotodakwah Masih ingat Krismon 1998 banyak penjarahan pemerkosaan pembakaran plus ekonomi lagi rusuh untuk tidak berlanjut seperti di Suriah. Justru sekarang Korupsi jadi tambah parah akibat kudeta &amp"";"" pemberontakan. Karena yg korupsinya semua pihak dari pemda DPR dan pejabat pusat dll.""""",negative,ingat krismon 1998 banyak penjarahan perkosa pembakaran plus ekonomi rusuh tidak lanjut suriah justru sekarang korupsi jadi tambah parah akibat kudeta amp ronta korupsi semua pihak pemda dpr jabat pusat
